survived,pclass,sex,age,fare,embarked,class,who,adult_male,embark_town,alive,alone
0,3,male,25,17.8,S,Third,man,TRUE,Southampton,no,FALSE
1,3,female,36,17.4,S,Third,woman,FALSE,Southampton,yes,FALSE
1,3,female,4,16.7,S,Third,child,FALSE,Southampton,yes,FALSE
1,3,female,24,16.7,S,Third,woman,FALSE,Southampton,yes,FALSE
0,3,male,44,16.1,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,30,16.1,S,Third,man,TRUE,Southampton,no,FALSE
1,3,female,30,16.1,S,Third,woman,FALSE,Southampton,yes,FALSE
0,3,female,26,16.1,S,Third,woman,FALSE,Southampton,no,FALSE
0,3,male,21,16.1,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,16.1,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,28.5,16.1,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,16.1,S,Third,man,TRUE,Southampton,no,FALSE
1,2,female,55,16,S,Second,woman,FALSE,Southampton,yes,TRUE
1,3,male,3,15.9,S,Third,child,FALSE,Southampton,yes,FALSE
1,3,male,9,15.9,S,Third,child,FALSE,Southampton,yes,FALSE
1,3,female,33,15.85,S,Third,woman,FALSE,Southampton,yes,FALSE
1,3,female,24,15.85,S,Third,woman,FALSE,Southampton,yes,FALSE
0,3,male,32,15.85,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,28,15.85,S,Third,man,TRUE,Southampton,no,FALSE
1,2,female,40,15.75,S,Second,woman,FALSE,Southampton,yes,TRUE
1,3,female,1,15.7417,C,Third,child,FALSE,Cherbourg,yes,FALSE
1,3,male,20,15.7417,C,Third,man,TRUE,Cherbourg,yes,FALSE
0,3,male,36,15.55,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,30,15.5,Q,Third,man,TRUE,Queenstown,no,FALSE
1,3,female,30,15.5,Q,Third,woman,FALSE,Queenstown,yes,FALSE
0,3,male,40,15.5,Q,Third,man,TRUE,Queenstown,no,FALSE
0,3,female,32,15.5,Q,Third,woman,FALSE,Queenstown,no,FALSE
0,3,male,30,15.5,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,male,30,15.2458,C,Third,man,TRUE,Cherbourg,yes,FALSE
0,3,female,30,15.2458,C,Third,woman,FALSE,Cherbourg,no,FALSE
1,3,female,29,15.2458,C,Third,woman,FALSE,Cherbourg,yes,FALSE
0,3,female,9,15.2458,C,Third,child,FALSE,Cherbourg,no,FALSE
0,3,male,30,15.1,S,Third,man,TRUE,Southampton,no,TRUE
0,2,male,30,15.05,C,Second,man,TRUE,Cherbourg,no,TRUE
0,2,male,23,15.0458,C,Second,man,TRUE,Cherbourg,no,TRUE
0,2,male,47,15,S,Second,man,TRUE,Southampton,no,TRUE
0,3,female,47,14.5,S,Third,woman,FALSE,Southampton,no,FALSE
0,3,male,40.5,14.5,S,Third,man,TRUE,Southampton,no,FALSE
1,2,female,24,14.5,S,Second,woman,FALSE,Southampton,yes,FALSE
0,3,male,30,14.5,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,19,14.5,S,Third,man,TRUE,Southampton,no,TRUE
1,2,male,0.67,14.5,S,Second,child,FALSE,Southampton,yes,FALSE
0,3,female,17,14.4583,C,Third,woman,FALSE,Cherbourg,no,TRUE
0,3,male,30,14.4583,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,female,30,14.4583,C,Third,woman,FALSE,Cherbourg,no,FALSE
0,3,male,26,14.4542,C,Third,man,TRUE,Cherbourg,no,FALSE
0,3,female,14.5,14.4542,C,Third,child,FALSE,Cherbourg,no,FALSE
0,3,female,30,14.4542,C,Third,woman,FALSE,Cherbourg,no,FALSE
0,3,female,45,14.4542,C,Third,woman,FALSE,Cherbourg,no,FALSE
0,3,male,27,14.4542,C,Third,man,TRUE,Cherbourg,no,FALSE
0,3,female,18,14.4542,C,Third,woman,FALSE,Cherbourg,no,FALSE
1,3,female,15,14.4542,C,Third,child,FALSE,Cherbourg,yes,FALSE
0,3,female,28,14.4,S,Third,woman,FALSE,Southampton,no,FALSE
0,3,male,34,14.4,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,41,14.1083,S,Third,man,TRUE,Southampton,no,FALSE
0,2,male,54,14,S,Second,man,TRUE,Southampton,no,TRUE
1,2,male,30,13.8625,C,Second,man,TRUE,Cherbourg,yes,TRUE
1,2,female,27,13.8583,C,Second,woman,FALSE,Cherbourg,yes,FALSE
1,2,female,23,13.7917,C,Second,woman,FALSE,Cherbourg,yes,TRUE
0,2,male,59,13.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,28,13.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,52,13.5,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,45,13.5,S,Second,woman,FALSE,Southampton,yes,TRUE
1,3,female,4,13.4167,C,Third,child,FALSE,Cherbourg,yes,FALSE
1,2,male,30,13,S,Second,man,TRUE,Southampton,yes,TRUE
1,2,male,34,13,S,Second,man,TRUE,Southampton,yes,TRUE
1,2,female,32.5,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,25,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,42,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,30,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,32,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,19,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,female,24,13,S,Second,woman,FALSE,Southampton,no,TRUE
0,2,male,27,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,18,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,male,42,13,S,Second,man,TRUE,Southampton,yes,TRUE
1,2,female,36,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,28,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,36,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,24,13,S,Second,woman,FALSE,Southampton,yes,TRUE
1,2,female,40,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,female,38,13,S,Second,woman,FALSE,Southampton,no,TRUE
1,2,female,36,13,S,Second,woman,FALSE,Southampton,yes,TRUE
1,2,female,18,13,S,Second,woman,FALSE,Southampton,yes,FALSE
1,2,female,28,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,48,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,34,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,23,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,male,31,13,S,Second,man,TRUE,Southampton,yes,TRUE
0,2,male,52,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,34,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,50,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,30,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,39,13,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,24,13,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,42,13,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,36,12.875,C,Second,man,TRUE,Cherbourg,no,TRUE
1,2,female,28,12.65,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,51,12.525,S,Second,man,TRUE,Southampton,no,TRUE
1,3,female,30,12.475,S,Third,woman,FALSE,Southampton,yes,TRUE
1,3,male,6,12.475,S,Third,child,FALSE,Southampton,yes,FALSE
1,3,female,5,12.475,S,Third,child,FALSE,Southampton,yes,TRUE
1,3,female,27,12.475,S,Third,woman,FALSE,Southampton,yes,FALSE
1,2,female,30,12.35,Q,Second,woman,FALSE,Queenstown,yes,TRUE
1,2,female,30,12.35,Q,Second,woman,FALSE,Queenstown,yes,TRUE
0,2,male,57,12.35,Q,Second,man,TRUE,Queenstown,no,TRUE
1,3,female,2,12.2875,S,Third,child,FALSE,Southampton,yes,FALSE
0,2,male,33,12.275,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,17,12,C,Second,woman,FALSE,Cherbourg,yes,TRUE
0,2,male,18,11.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,23,11.5,S,Second,man,TRUE,Southampton,no,FALSE
0,2,male,21,11.5,S,Second,man,TRUE,Southampton,no,FALSE
1,3,female,14,11.2417,C,Third,child,FALSE,Cherbourg,yes,FALSE
1,3,male,12,11.2417,C,Third,child,FALSE,Cherbourg,yes,FALSE
1,3,female,27,11.1333,S,Third,woman,FALSE,Southampton,yes,FALSE
1,3,female,1,11.1333,S,Third,child,FALSE,Southampton,yes,FALSE
1,3,male,4,11.1333,S,Third,child,FALSE,Southampton,yes,FALSE
0,3,female,22,10.5167,S,Third,woman,FALSE,Southampton,no,TRUE
0,2,male,66,10.5,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,21,10.5,S,Second,woman,FALSE,Southampton,yes,TRUE
1,2,female,29,10.5,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,32,10.5,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,17,10.5,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,male,30,10.5,S,Second,man,TRUE,Southampton,no,TRUE
1,2,male,19,10.5,S,Second,man,TRUE,Southampton,yes,TRUE
0,2,male,24,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,19,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,29,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,36,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,23,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,31,10.5,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,50,10.5,S,Second,woman,FALSE,Southampton,yes,TRUE
1,2,female,34,10.5,S,Second,woman,FALSE,Southampton,yes,TRUE
1,2,male,62,10.5,S,Second,man,TRUE,Southampton,yes,TRUE
0,2,male,26,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,70,10.5,S,Second,man,TRUE,Southampton,no,TRUE
1,2,female,27,10.5,S,Second,woman,FALSE,Southampton,yes,TRUE
0,2,female,57,10.5,S,Second,woman,FALSE,Southampton,no,TRUE
0,2,male,35,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,16,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,2,male,28,10.5,S,Second,man,TRUE,Southampton,no,TRUE
0,3,female,2,10.4625,S,Third,child,FALSE,Southampton,no,FALSE
0,3,female,29,10.4625,S,Third,woman,FALSE,Southampton,no,FALSE
0,3,male,19,10.1708,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,20,9.8458,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,18,9.8417,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,female,22,9.8375,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,female,20,9.825,S,Third,woman,FALSE,Southampton,no,FALSE
0,3,female,21,9.825,S,Third,woman,FALSE,Southampton,no,FALSE
1,3,female,63,9.5875,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,female,37,9.5875,S,Third,woman,FALSE,Southampton,no,TRUE
1,3,male,29,9.5,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,28,9.5,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,16,9.5,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,30,9.5,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,20,9.5,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,33,9.5,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,9.5,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,9.5,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,29,9.4833,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,40,9.475,S,Third,woman,FALSE,Southampton,no,FALSE
0,3,male,22,9.35,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,18,9.35,S,Third,woman,FALSE,Southampton,yes,FALSE
0,3,male,23,9.225,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,20,9.225,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,16,9.2167,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,22,9,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,47,9,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,24,8.85,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,30,8.7125,C,Third,man,TRUE,Cherbourg,no,TRUE
1,3,female,31,8.6833,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,26,8.6625,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,30,8.6625,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,17,8.6625,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,33,8.6625,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,42,8.6625,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,20,8.6625,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,38,8.6625,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,30,8.6625,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,20,8.6625,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,27,8.6625,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,21,8.6625,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,33,8.6542,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,0.42,8.5167,C,Third,child,FALSE,Cherbourg,yes,FALSE
0,3,male,30,8.4583,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,21,8.4333,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,42,8.4042,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,32,8.3625,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,18,8.3,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,19,8.1583,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,30,8.1375,Q,Third,woman,FALSE,Queenstown,no,TRUE
1,3,male,30,8.1125,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,35,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,21,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,29,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,22,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,55.5,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,8.05,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,18,8.05,S,Third,man,TRUE,Southampton,yes,TRUE
1,3,male,16,8.05,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,51,8.05,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,19,8.05,S,Third,man,TRUE,Southampton,yes,TRUE
1,3,male,45,8.05,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,19,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,26,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,30,8.05,S,Third,woman,FALSE,Southampton,no,TRUE
1,3,male,32,8.05,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,34,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,50,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,16,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,44,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,43,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24.5,8.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30.5,8.05,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,15,8.0292,Q,Third,child,FALSE,Queenstown,yes,TRUE
1,3,female,26,7.925,S,Third,woman,FALSE,Southampton,yes,TRUE
1,3,female,17,7.925,S,Third,woman,FALSE,Southampton,yes,FALSE
0,3,male,37,7.925,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,21,7.925,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,27,7.925,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,32,7.925,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,28,7.925,S,Third,man,TRUE,Southampton,no,FALSE
1,3,male,39,7.925,S,Third,man,TRUE,Southampton,yes,TRUE
1,3,male,44,7.925,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,39,7.925,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,32,7.925,S,Third,man,TRUE,Southampton,yes,TRUE
1,3,male,20,7.925,S,Third,man,TRUE,Southampton,yes,FALSE
0,3,female,25,7.925,S,Third,woman,FALSE,Southampton,no,FALSE
1,3,male,31,7.925,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,female,23,7.925,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,20,7.925,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.8958,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,female,28,7.8958,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,28,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,38,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,33,7.8958,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,36,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,22,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,27,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,29,7.8958,C,Third,man,TRUE,Cherbourg,yes,TRUE
0,3,male,32,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,40,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,19,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,26,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,23,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,25,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,35,7.8958,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,33,7.8958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,26,7.8875,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,30,7.8792,Q,Third,woman,FALSE,Queenstown,yes,TRUE
1,3,female,19,7.8792,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,29,7.875,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,14,7.8542,S,Third,child,FALSE,Southampton,no,TRUE
0,3,male,20,7.8542,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,18,7.8542,S,Third,man,TRUE,Southampton,no,FALSE
1,3,female,19,7.8542,S,Third,woman,FALSE,Southampton,yes,FALSE
0,3,male,28,7.8542,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,26,7.8542,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,female,31,7.8542,S,Third,woman,FALSE,Southampton,no,TRUE
1,3,male,32,7.8542,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,21,7.8542,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,26,7.8542,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,48,7.8542,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,23,7.8542,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.8292,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,female,30,7.8292,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,21,7.8,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,27,7.7958,S,Third,man,TRUE,Southampton,yes,TRUE
1,3,male,21,7.7958,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,22,7.7958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,7.7958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,18,7.7958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,28,7.7958,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,30,7.7875,Q,Third,woman,FALSE,Queenstown,yes,TRUE
1,3,male,30,7.775,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,26,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,29,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,25,7.775,S,Third,woman,FALSE,Southampton,no,TRUE
1,3,male,25,7.775,S,Third,man,TRUE,Southampton,yes,FALSE
0,3,male,19,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,21,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,25,7.775,S,Third,man,TRUE,Southampton,no,FALSE
1,3,female,22,7.775,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,30,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,18,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,33,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,16,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,31,7.775,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,18,7.775,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,74,7.775,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,30,7.75,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,70.5,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,30,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,female,22,7.75,S,Third,woman,FALSE,Southampton,yes,TRUE
1,3,female,16,7.75,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,30,7.75,Q,Third,man,TRUE,Queenstown,no,FALSE
0,3,female,30,7.75,Q,Third,woman,FALSE,Queenstown,no,TRUE
0,3,female,45,7.75,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,65,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,female,22,7.75,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,51,7.75,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,21,7.75,Q,Third,woman,FALSE,Queenstown,no,TRUE
1,3,male,29,7.75,Q,Third,man,TRUE,Queenstown,yes,TRUE
0,3,male,40.5,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,female,30,7.75,Q,Third,woman,FALSE,Queenstown,no,FALSE
0,3,male,31,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,female,30.5,7.75,Q,Third,woman,FALSE,Queenstown,no,TRUE
0,3,male,18,7.75,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,male,30,7.75,Q,Third,man,TRUE,Queenstown,yes,TRUE
0,3,male,32,7.75,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,25,7.7417,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,female,30,7.7375,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,30,7.7375,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,female,16,7.7333,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,21,7.7333,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,30,7.7333,Q,Third,man,TRUE,Queenstown,no,TRUE
1,3,female,30,7.7333,Q,Third,woman,FALSE,Queenstown,yes,TRUE
0,3,male,30,7.7292,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,30,7.725,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,25,7.65,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,21,7.65,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,42,7.65,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,19,7.65,S,Third,man,TRUE,Southampton,no,TRUE
0,3,female,30,7.6292,Q,Third,woman,FALSE,Queenstown,no,TRUE
0,3,female,30,7.55,S,Third,woman,FALSE,Southampton,no,TRUE
0,3,male,30,7.55,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,23,7.55,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,42,7.55,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,22,7.5208,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,7.4958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,36,7.4958,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,18,7.4958,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,30,7.3125,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,22,7.25,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,59,7.25,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,22,7.25,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,20.5,7.25,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.25,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.25,S,Third,man,TRUE,Southampton,no,TRUE
1,3,female,22,7.25,S,Third,woman,FALSE,Southampton,yes,TRUE
0,3,male,21,7.25,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,47,7.25,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,25,7.25,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,30,7.2292,C,Third,man,TRUE,Cherbourg,yes,TRUE
0,3,male,28.5,7.2292,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,30,7.2292,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,23.5,7.2292,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,15,7.2292,C,Third,child,FALSE,Cherbourg,no,FALSE
1,3,female,30,7.2292,C,Third,woman,FALSE,Cherbourg,yes,TRUE
0,3,male,30,7.2292,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,17,7.2292,C,Third,man,TRUE,Cherbourg,no,FALSE
1,3,male,20,7.2292,C,Third,man,TRUE,Cherbourg,yes,TRUE
1,3,female,13,7.2292,C,Third,child,FALSE,Cherbourg,yes,TRUE
0,3,male,30,7.2292,C,Third,man,TRUE,Cherbourg,no,TRUE
1,3,female,30,7.225,C,Third,woman,FALSE,Cherbourg,yes,TRUE
0,3,male,30,7.225,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,45.5,7.225,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,30,7.225,C,Third,man,TRUE,Cherbourg,no,TRUE
1,3,male,22,7.225,C,Third,man,TRUE,Cherbourg,yes,TRUE
0,3,male,40,7.225,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,25,7.225,C,Third,man,TRUE,Cherbourg,no,TRUE
1,3,female,15,7.225,C,Third,child,FALSE,Cherbourg,yes,TRUE
1,3,male,24,7.1417,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,22,7.125,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,17,7.125,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,35,7.125,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,41,7.125,S,Third,man,TRUE,Southampton,no,TRUE
